address,zip code,INCENTIVE AMOUNT,grant,company
6001 N WESTERN AVE 1,60659,"6,838.02",6838.023752,MOUNSEF INVESTMENT CORP.
3425 W PETERSON AVE  204,60659,"6,836",6836.075701,"SENTRY PEST CONTROL, INC."
1416 W CARMEN AVE,60640,"6,834.13",6834.127651,High-Definition Genealogy LLC
300 E RANDOLPH ST PEDWAY CL-980,60601,"6,832",6832.1796,KIRTI ASSOCIATES LLC
7102 S LUELLA AVE 1ST,60649,"6,830.23",6830.23155,"PP SS, LLC"
3251 N BROADWAY   1,60657,"6,828",6828.283499,UNABRIDGED BOOKS INC
5325 W FULLERTON AVE STORE,60639,"6,826",6826.335449,Fullerton Hair Care INC
3400 N HALSTED ST  1ST,60657,"6,824",6824.387398,KEITH BUCCERI
1510 W WOLFRAM ST 1ST,60657,"6,822",6822.439348,KATHY TUITE
2255-2257 W DEVON AVE 1ST,60659,"6,820",6820.491297,"FARM SUPER MARKET, INC."
5932 W LAWRENCE AVE 1ST FLOOR,60630,"6,819",6818.543247,"CHICAGO BUILDING SERVICES, INC."
5744 N CALIFORNIA AVE 1ST,60659,"6,816.60",6816.595196,CRK CORPORATION
747 N LA SALLE DR 3RD 300 A,60654,"6,815",6814.647146,"MASSAGE THERAPY CENTERS OF AMERICA, INC"
2649 W DEVON AVE,60659,"6,813",6812.699095,"N.P. JEWELERS, INC."
1371 N MILWAUKEE AVE 1,60647,"6,811",6810.751045,"Transit Tees, Inc."
2910 N RACINE AVE  2,60657,"6,808.80",6808.802994,NETWORK MANAGEMENT SERVICES INC
5875 N LINCOLN AVE 2 223,60659,"6,806.85",6806.854944,"GOOD LIFE HOME HEALTH CARE, INC."
3200 N LAKE SHORE DR 18 1801,60657,"6,805",6804.906893,"HIQ ANALYTICS, LLC"
2615 W PETERSON AVE  1ST,60659,"6,803",6802.958843,SAU LING LEE
3320 N SOUTHPORT AVE,60657,"6,801",6801.010792,A A A SOUTHPORT SECURITY
5419 N KEDZIE AVE  B,60625,"6,799",6799.062742,CCS AUTO INC.
3109 W GEORGE ST 3 3,60618,"6,797.11",6797.114691,"KINDNET, LLC"
1642 W HOWARD ST 1,60626,"6,795.17",6795.166641,Freddie Lee
2260 N CLARK ST,60614,"6,793.22",6793.21859,APARTMENT GUYS LLC
5616 N WASHTENAW AVE  203,60659,"6,791.27",6791.27054,IVAN IVANOV
2647 W DEVON AVE,60659,"6,789.32",6789.322489,"N.P. JEWELERS, INC."
3020 E 92ND ST 1ST,60617,"6,787.37",6787.374439,CHI T. VO
6038 N CALIFORNIA AVE,60659,"6,785",6785.426388,RAMEZ TOUMA
2768 N LINCOLN AVE,60614,"6,783",6783.478338,"SECOND ACT, LLC"
1850 N LEAVITT ST,60647,"6,782",6781.530287,IMPORTS INC./ CHICAGO
2144 N LINCOLN PARK WEST   26 26A,60614,"6,779.58",6779.582237,MOTHLIGHT PICTURES INC
2955 W DEVON AVE,60659,"6,778",6777.634186,ROSENS MORSEVIEW PHARMACY INC
860 W FLETCHER ST,60657,"6,775.69",6775.686136,ERIE BRUSH & MANUFACTURING CORP.
5744 N CALIFORNIA AVE 1ST,60659,"6,774",6773.738085,CRK CORPORATION
2940 N CLARK ST  1,60657,"6,771.79",6771.790035,"JUST SERVICE,INC."
5757 N LINCOLN AVE 2ND FLOOR 22,60659,"6,769.84",6769.841985,A M TRAVEL INC.
7236 S PAXTON AVE,60649,"6,768",6767.893934,Blackwell-Bates & Associates Inc
3447 W PETERSON AVE 1,60659,"6,766",6765.945884,SOON B. KIM
1214 W OAKDALE AVE 1ST,60657,"6,764",6763.997833,NAN A RUVEL
2532 N CLARK ST 1ST,60614,"6,762",6762.049783,YONG BO KIM
1340 W BELMONT AVE 1ST,60657,"6,760.10",6760.101732,"SHIRTS ILLUSTRATED,INC."
4419-4429 W RICE ST 1ST,60651,"6,758",6758.153682,LUXURY MARBLE & GRANITE DESIGN INC.
1248 W BELMONT AVE,60657,"6,756",6756.205631,"K & D BAGELS, INC."
4822 W FULLERTON AVE,60639,"6,754.26",6754.257581,"Jicol, Inc."
2831 N HALSTED ST  1S,60657,"6,752",6752.30953,"THE MIHALIK GROUP, L.L.C."
3232 N BROADWAY,60657,"6,750",6750.36148,BIG CITY OPTICAL LLC
3301 N SOUTHPORT AVE,60657,"6,748.41",6748.413429,JOY CLEANERS
3640 N HALSTED ST 1ST FLOOR,60613,"6,746.47",6746.465379,"SUSHI AVENUE, INCORPORATED"
2020 N CALIFORNIA AVE  7,60647,"6,744.52",6744.517328,NICE  PACKAGE INC
2625 W DEVON AVE 1ST,60659,"6,743",6742.569278,REGAL JEWELS INC
5653 N CLARK ST,60660,"6,740.62",6740.621227,BIG CITY OPTICAL LLC
6412 W IRVING PARK RD 1ST,60634,"6,739",6738.673177,"NEW IRVING & NARRAGANSETT CURRENCY EXCHANGE, INC"
3708 N SOUTHPORT AVE 1ST,60613,"6,737",6736.725126,BIG CITY OPTICAL LLC
3066 N LINCOLN AVE 1ST,60657,"6,735",6734.777076,BIG CITY OPTICAL LLC
30 W HURON ST 1,60654,"6,732.83",6732.829025,"SUSHI AVENUE, INCORPORATED"
2623 W DEVON AVE 1ST,60659,"6,730.88",6730.880975,SARI SAPNE INC
38 E GRAND AVE FIRST,60611,"6,729",6728.932924,BIG CITY OPTICAL LLC
2600 W PETERSON AVE  203,60659,"6,726.98",6726.984874,"MAHARAJA HOLIDAYS, INC."
3230 S MORGAN ST 1 1,60608,"6,725",6725.036823,"WAYWARD MACHINE COMPANY, INC."
6125 N CICERO AVE 1ST,60646,"6,723.09",6723.088773,6125 N CICERO LLC
3501 N SOUTHPORT AVE,60657,"6,721",6721.140722,NICE  PACKAGE INC
5736 N WESTERN AVE 1,60659,"6,719",6719.192672,"OASIS HEATING & COOLING, INC. OF IL."
1350 W 18TH ST 1,60608,"6,717.24",6717.244621,BIG CITY OPTICAL LLC
4419-4429 W RICE ST 1ST,60651,"6,715",6715.296571,LUXURY MARBLE & GRANITE DESIGN INC.
222 W MERCHANDISE MART PLZ 6TH 614,60654,"6,713.35",6713.34852,"FORWARD SPACE, LLC"
2915 N SHEFFIELD AVE 1ST,60657,"6,711",6711.40047,SALON BLUE
1930 W HUBBARD ST,60622,"6,709.45",6709.452419,Hubbard Street Partners LLC
3839 W DEVON AVE,60659,"6,707.50",6707.504369,CHARLIE JUNG
4752 N KEDZIE AVE,60625,"6,705.56",6705.556318,"KEDZIE & LAWRENCE CURRENCY EXCHANGE, INC."
330 W DIVERSEY PKWY 1ST,60657,"6,703.61",6703.608268,JAMES B. BAE
2630 W BRADLEY PL 1ST,60618,6701.660217,6701.660217,LINCOLN PARK SWIM SCHOOL LLC
5054 W VAN BUREN ST  UNIT D,60644,"6,700",6699.712167,VERONICA ARCHER
9 W MADISON ST FIRST,60602,"6,698",6697.764116,BIG CITY OPTICAL LLC
2616 W DEVON AVE 1ST,60659,"6,695.82",6695.816066,REGAL TRADERS INC
5255 N LARAMIE AVE,60630,"6,693.87",6693.868016,Quinmax Media LLC
1647 N DAMEN AVE,60647,"6,691.92",6691.919965,BIG CITY OPTICAL LLC
3131 W LOGAN BLVD 1 1,60647,"6,689.97",6689.971915,THE BIRD'S NEST SALON INC
2006 W CHICAGO AVE,60622,"6,688.02",6688.023864,VERTICAL GALLERY INCORPORATED
5948 N BERNARD ST,60659,"6,686",6686.075814,FOREIGN BOOK SOURCE INC
6037 N LINCOLN AVE,60659,"6,684",6684.127763,PHIL & TED'S SERVICE INC
813 S JEFFERSON ST 1,60607,"6,682.18",6682.179713,BIOGENESIS ANALYTICAL LABORATORY INC.
6320 N WESTERN AVE,60659,"6,680",6680.231662,"J & K FOOD & LIQUOR, INC."
2050 W DEVON AVE,60659,"6,678.28",6678.283612,GRACE ENTERPRISES INC
3306 N LINCOLN AVE,60657,"6,676",6676.335561,"TOMORROW'S LEADERS, INC."
3205 W 63RD ST,60629,"6,674.39",6674.387511,SHIV & SHLOK INC.
3047 N LINCOLN AVE 4TH 400,60657,"6,672",6672.43946,CONNECTED PROPERTY MANAGEMENT LLC
5611 N LINCOLN AVE  1ST,60659,"6,670",6670.49141,"MI SUN, INC"
1831 N WESTERN AVE 1ST,60647,"6,669",6668.543359,DELGADO'S AUTO SERVICE INC.
1464 S MICHIGAN AVE  301,60605,"6,667",6666.595309,DAVID MERZ
3133 N HALSTED ST,60657,"6,665",6664.647258,"FOX THEATRICALS, LLC"
5403 N CLARK ST 1ST,60640,"6,663",6662.699208,"CESCAS MARGARITA BAR & GRILL, INC."
3344 W PETERSON AVE 1ST 104,60659,"6,660.75",6660.751157,"AT HOMEHEALTH, INC."
6246 N PULASKI RD 1 1E,60646,"6,658.80",6658.803107,"HOME FOR GOOD SENIOR CARE,INC."
3050 W DEVON AVE 1ST,60659,"6,656.86",6656.855056,"DEVON BUSINESS GROUP, INC."
5403 N CLARK ST 1ST,60640,"6,654.91",6654.907006,"CESCAS MARGARITA BAR & GRILL, INC."
3000 N LINCOLN AVE,60657,"6,653",6652.958955,"S & G RESTAURANT, LLC"
1110 W WELLINGTON AVE 3 3,60657,"6,651",6651.010905,ROBIN GREENE
333 W NORTH AVE 1ST,60610,"6,649",6649.062854,WEARY & BAITY INC. DBA THE UPS STORE #2872
3000 N LINCOLN AVE,60657,"6,647",6647.114804,"S & G RESTAURANT, LLC"
2071 N CLYBOURN AVE,60618,"6,645.17",6645.166753,"TOMORROW'S LEADERS, INC."
5732 N MILWAUKEE AVE 1 1,60646,"6,643.22",6643.218703,COMSETS SYSTEMS INC.
3021 N BROADWAY  GARDEN GARDEN,60657,"6,641.27",6641.270652,SAMUEL L GIARRATANO
7255 S COTTAGE GROVE AVE 1ST,60619,"6,639",6639.322602,BANNER PLUMBING SUPPLY COMPANY LLC
6808 S STONY ISLAND AVE,60649,"6,637",6637.374551,"ZION HERITAGE, INC.,"
6320 N WESTERN AVE,60659,"6,635",6635.426501,"J & K FOOD & LIQUOR, INC."
11632 S MARSHFIELD AVE 1,60643,"6,633.48",6633.47845,MEDO HAIR DESIGN INC.
1610 W GRAND AVE GROUND FLOOR 2,60622,"6,632",6631.5304,Mayday Tattoo Supply
5403 N CLARK ST 1ST,60640,"6,629.58",6629.582349,"CESCAS MARGARITA BAR & GRILL, INC."
810 N MARSHFIELD AVE 1,60622,"6,628",6627.634299,Carbon on Chicago LLC
1016 N WESTERN AVE 1ST,60622,"6,625.69",6625.686248,VERTICAL GALLERY INCORPORATED
3416 N ASHLAND AVE 1,60657,"6,624",6623.738198,"WEST WRIGLEY ANIMAL HOSPITAL, L.L.C."
3314 W FOSTER AVE 1ST,60625,"6,622",6621.790147,"DELTA LOGIC, INC."
4650 W ROOSEVELT RD 1,60644,"6,619.84",6619.842097,HIGHWAY SAFETY CORP.
6027-6033 S KEDZIE AVE 1ST,60629,"6,618",6617.894047,"K.C. BODY SHOP SUPPLY, INC."
2500 W BRADLEY PL  H,60618,"6,616",6615.945996,"WINDY CITY NINJAS, LLC"
4001 W DEVON AVE 4 405,60646,"6,614",6613.997946,"SKYLINK TRAVEL, INC"
3114 N LINCOLN AVE,60657,"6,612",6612.049895,"Chicago's Pizza, Inc."
5724 N LINCOLN AVE 1ST,60659,"6,610.10",6610.101845,SPEEDY CAR WASH CO
1007 W 63RD ST 1ST,60621,"6,608",6608.153794,MID AMERICA FOOD MART INC.
4826 N SHERIDAN RD 1 ST,60640,"6,606.21",6606.205744,ASHA FOOD MART INC
3114 N LINCOLN AVE,60657,"6,604",6604.257693,"Chicago's Pizza, Inc."
2901 W LAWRENCE AVE,60625,"6,602",6602.309643,"MEETING TOMORROW, INC."
4234 W FULLERTON AVE 1ST,60639,"6,600.36",6600.361592,"SYED ENTERPRISE, INC."
6320 N LINCOLN AVE 1ST B,60659,"6,598",6598.413542,T. J AARON INC.
2340 W DEVON AVE 1ST,60659,"6,596.47",6596.465491,AWAMI BAZAAR & ZABIHA MEAT
2457 W DEVON AVE,60659,"6,595",6594.517441,ZAEEM INCORPORATED
1846-1848 N MILWAUKEE AVE 1ST,60647,"6,592.57",6592.56939,"SILOM 12, INC."
1521 W WELLINGTON AVE 2ND,60657,"6,590.62",6590.62134,"Chicagoland Deck Cleaning & Sealing, INC."
2241 W DEVON AVE 1ST,60659,"6,589",6588.673289,LIMRAH INC.
7215 N WESTERN AVE 1ST,60645,"6,587",6586.725239,SAMI AND SAMI INC.
3407 N PAULINA ST 1,60657,"6,584.78",6584.777188,3407 PAULINA INC.
1709 W BELMONT AVE 1ST REAR,60657,"6,582.83",6582.829138,HIGGINS ANIMAL CLINIC P.C.
2622 W PETERSON AVE 1ST 8,60659,"6,581",6580.881087,FIRST CHICAGO TAX SERVICES INC.
4234 W FULLERTON AVE 1ST,60639,"6,579",6578.933037,"SYED ENTERPRISE, INC."
11601 S HALSTED ST 1,60628,"6,577",6576.984986,BEAUTY 4EVER INC
6560 N SHERIDAN RD 2ND 201,60626,"6,575",6575.036936,ARIAN PETO
2434-2438 W DEVON AVE,60659,"6,573.09",6573.088885,"JITCO, INC."
7562 S HAMILTON AVE 1ST,60620,"6,571.14",6571.140835,"Techxperts.net, Inc"
236 N WESTERN AVE 1ST,60612,"6,569",6569.192784,ROGELIO'S WELDING CORP.
3406 N HALSTED ST,60657,"6,567",6567.244734,M J LEVINE & B MCMAHON
4319-4321 N KNOX AVE ROOF ROOF,60641,"6,565",6565.296683,"MG KNOX, LLC"
3407 N PAULINA ST 1,60657,"6,563",6563.348633,3407 PAULINA INC.
3544 N CLARK ST 2ND,60657,"6,561",6561.400582,"NATIONAL PASTIME, INC."
3033 N ASHLAND AVE,60657,"6,559",6559.452532,THE ART OF PIZZA INC
1846-1848 N MILWAUKEE AVE 1ST,60647,"6,557.50",6557.504481,"SILOM 12, INC."
3143 N LINCOLN AVE  1,60657,"6,556",6555.556431,SIREN SALON INC
2221 W HOWARD ST 1ST,60645,"6,553.61",6553.60838,SAMI AND SAMI INC.
4501 N CLARK ST 1,60640,"6,551.66",6551.66033,"SOMBOON AUTO SERVICE, INC."
236 N WESTERN AVE 1ST,60612,"6,549.71",6549.712279,ROGELIO'S WELDING CORP.
1705 W BELMONT AVE,60657,"6,548",6547.764229,HIGGINS ANIMAL CLINIC P.C.
6970 N CLARK ST 1ST,60626,"6,546",6545.816178,"ALEXIUS ENTERPRISES, LTD."
706 E 92ND ST 2,60619,"6,544",6543.868128,Janique Nicole Cosmetics LLC
3128 N LINCOLN AVE,60657,"6,542",6541.920078,ENHUI YANG
1821 W IRVING PARK RD 1ST B,60613,"6,540",6539.972027,"RITUAL COFFEEHOUSE, INC."
7700 W TOUHY AVE 1ST,60631,"6,538",6538.023977,"SMILEY NAILS & SPA, INC."
67 E MADISON ST 2ND,60603,"6,536.08",6536.075926,"MIDWEST AIR SHOW, INC."
3518-3522 N CLARK ST,60657,"6,534.13",6534.127876,3518-22 Clark Corporation
3401 W PETERSON AVE 1,60659,"6,532.18",6532.179825,"PETERSON FOODS, INC."
6113 W BELMONT AVE,60634,"6,530.23",6530.231775,"CROWN ROOFING & MASONRY CO.,"
5952 N LINCOLN AVE # 1ST,60659,"6,528.28",6528.283724,JACK GORE
3518-3522 N CLARK ST,60657,"6,526",6526.335674,3518-22 Clark Corporation
1903 W BELMONT AVE,60657,"6,524.39",6524.387623,LISA Z. KIAMELIS
5746 N WESTERN AVE  1,60659,"6,522.44",6522.439573,WEBER PRESS INC
3518-3522 N CLARK ST,60657,"6,520",6520.491522,3518-22 Clark Corporation
4623-4627 N BROADWAY  1 & 2,60640,"6,519",6518.543472,BOLAT AFRICAN CUISINE INC.
1146 W GRAND AVE 1ST,60642,"6,517",6516.595421,Java-Dive Technologies
1102 W 35TH ST,60609,"6,514.65",6514.647371,Phils Pizza of Bridgeport INC.
6250 N LINCOLN AVE 1ST,60659,"6,512.70",6512.69932,BAR INVESTORS INC
3947 N ASHLAND AVE 1 1,60613,"6,510.75",6510.75127,"M & M FINANCIAL CONSULTING, INC."
2834 N HALSTED ST 1ST,60657,"6,508.80",6508.803219,"AMERICAN SIGNS BY TOMORROW, INC."
1640 W BELMONT AVE,60657,"6,507",6506.855169,"CHRONOS INTERNATIONAL, INC."
6122 N PULASKI RD 1,60646,"6,505",6504.907118,EVOLUTION FITNESS LLC
2521 S MARY ST FIRST,60608,"6,503",6502.959068,"Foundatiton Sports Group, LLC"
2800 N LAKE SHORE DR 1016 D,60657,"6,501.01",6501.011017,"PF APPRAISALS, INC."
3452 N PULASKI RD,60641,"6,499.06",6499.062967,THE VOLTS LTD.
3021 N CLARK ST,60657,"6,497.11",6497.114916,PEARL INC
3212 S WELLS ST 1,60616,"6,495",6495.166866,M. MENDOZA INC.
7943 S LA SALLE ST 1,60620,"6,493.22",6493.218815,VOYAGE2SUCCESS LLC
2909 N LINCOLN AVE  1,60657,"6,491",6491.270765,"BORGES-MALAZ INVESTMENT, INC"
2404 W DEVON AVE,60659,"6,489",6489.322714,SHIVAM ENTERPRISES INC
104 S MICHIGAN AVE 5TH 500,60603,"6,487",6487.374664,MASTER WINGS PUBLISHING LLC
3417 N LINCOLN AVE,60657,"6,485",6485.426613,SINE QUA NON II LTD
2251 W DEVON AVE,60659,"6,483",6483.478563,CARY'S LOUNGE INCORPORATED
3501 N LINCOLN AVE,60657,"6,482",6481.530512,"PAULINA MARKET, INC."
1735 W FLETCHER ST 1ST,60657,"6,479.58",6479.582462,NOHA & ASSOCIATES INC
3452 N PULASKI RD,60641,"6,477.63",6477.634411,THE VOLTS LTD.
9728 S LOOMIS ST,60643,"6,476",6475.686361,KINOCCHIO'S LLC
200 N GREEN ST 5-11,60607,"6,474",6473.73831,THE HOXTON (CHICAGO) LLC
4623-4627 N BROADWAY  1 & 2,60640,"6,471.79",6471.79026,BOLAT AFRICAN CUISINE INC.
3518-3522 N CLARK ST,60657,"6,469.84",6469.84221,3518-22 Clark Corporation
1534 N WELLS ST GROUND,60610,"6,467.89",6467.894159,Dog House Grill
3166 N LINCOLN AVE 1ST,60657,"6,465.95",6465.946109,COSTA RICA EXPERTS INC
[REDACTED FOR PRIVACY],60610,"6,464.00",6463.998058,TBFS Investments LLC - 870
2735 W DEVON AVE  204,60659,"6,462.05",6462.050008,DILIP GOHEL
5216 N CLARK ST 1ST,60640,"6,460.10",6460.101957,"STRANGE CARGO, LTD."
3525 W GRAND AVE 1,60651,"6,458",6458.153907,"THE HEARTY BOYS CATERERS, INC."
[REDACTED FOR PRIVACY],60610,"6,456.21",6456.205856,TBFS Investments LLC - 870
6700 S STONY ISLAND AVE 1ST D,60649,"6,454",6454.257806,SEE THRU KITCHEN #9 INC.
6316 N LINCOLN AVE 1,60659,"6,452",6452.309755,"SYL DAILY, LLC"
5047 W DIVERSEY AVE 1ST,60639,"6,450.36",6450.361705,STAR GLASS CORPORATION
3505 N PONTIAC AVE,60634,"6,448.41",6448.413654,Visiting Care Providers LLC
3201 W DEVON AVE,60659,"6,446.47",6446.465604,"CITY FRESH MARKET, INC."
3525 W GRAND AVE 1,60651,"6,445",6444.517553,"THE HEARTY BOYS CATERERS, INC."
401 N MICHIGAN AVE 17TH 1725,60611,"6,442.57",6442.569503,PH MEDIA (USA) INC.
[REDACTED FOR PRIVACY],60610,"6,440.62",6440.621452,TBFS Investments LLC - 870
6700 N CLARK ST  2,60626,"6,439",6438.673402,DANKHA'S AUTO REPAIR
3201 W DEVON AVE,60659,"6,437",6436.725351,"CITY FRESH MARKET, INC."
5336 S STATE ST,60609,"6,434.78",6434.777301,XS TENNIS & EDUCATION FOUNDATION
401 N MICHIGAN AVE 25TH 2550,60611,"6,433",6432.82925,PH MEDIA (USA) INC.
6349 N CALIFORNIA AVE,60659,"6,431",6430.8812,TEL AVIV RESTAURANT INC
626 W RANDOLPH ST  UNIT C-100,60661,"6,428.93",6428.933149,"LOCUSVIEW SOLUTIONS, INC."
1510 W ERIE ST APT #1,60642,"6,427",6426.985099,EduDream LLC
2041 W BELMONT AVE 1,60618,"6,425.04",6425.037048,EMERALD LASHES INCORPORATED
2225 W DEVON AVE  1ST,60659,"6,423",6423.088998,DANKHA'S AUTO REPAIR
1365-1367 W ERIE ST,60642,"6,421",6421.140947,ROSSIDOC LLC
47 W POLK ST MEZZ M8-10,60605,"6,419",6419.192897,"MJM REVIVAL, LLC"
7125 N CLARK ST 1ST,60626,"6,417.24",6417.244846,VICTOR MARTINEZ
1633 N WESTERN AVE  C-1,60647,"6,415.30",6415.296796,Arauz & Company Tax Consultants Co
3718 W LAWRENCE AVE 1ST,60625,"6,413.35",6413.348745,MARIA ROSANA UZHO AND JAIME JARA
10325 S TORRENCE AVE 1ST,60617,"6,411",6411.400695,OM103 INC.
2318 W DEVON AVE,60659,"6,409.45",6409.452644,LIBAS INC
1624 W BELMONT AVE 1ST,60657,"6,407.50",6407.504594,LATE NIGHT THAI INC
3149 W DEVON AVE 1ST,60659,"6,405.56",6405.556543,"THE GREAT CHICAGO FOOD & BEVERAGE COMPANY, L.L.C."
5308 W GRAND AVE 1ST,60639,"6,404",6403.608493,ADVANCED ON-SITE CONCRETE LLC
3133 N HALSTED ST  PARKI,60657,"6,401.66",6401.660442,WESTERN INTERNATION AUTO SALES
5548 S NEWCASTLE AVE 1ST,60638,"6,400",6399.712392,TOM JEFFREY DEDORE
5517 N LAKEWOOD AVE 1,60640,"6,397.76",6397.764341,LYNN LITWIN LIMITED
1858 N WESTERN AVE 1ST,60647,"6,396",6395.816291,PATSY  METLOW
4157 N DAMEN AVE 1ST,60618,"6,394",6393.868241,HYUN SOOK LIM
6231 N WESTERN AVE 1,60659,"6,392",6391.92019,"CHICAGO ACCEPTANCE, LLC"
3350 N LINCOLN AVE 1ST,60657,"6,390",6389.97214,EYE SPY OPTICAL INC
3325 N BROADWAY  1ST,60657,"6,388.02",6388.024089,DIGBY INC.
433 W HARRISON ST  5237,60607,"6,386",6386.076039,GENE ALBERT VOCK
2531 W CERMAK RD FIRST,60608,"6,384.13",6384.127988,Garden House INC.
3325 N BROADWAY  1ST,60657,"6,382",6382.179938,DIGBY INC.
3325 N BROADWAY  1ST,60657,"6,380",6380.231887,DIGBY INC.
3523 N HALSTED ST 1,60657,"6,378.28",6378.283837,"LAS MANANITAS, INC."
3478 N CLARK ST,60657,"6,376",6376.335786,"3478 NORTH CLARK STREET, INC."
11601 W TOUHY AVE T5,60666,"6,374",6374.387736,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE,60666,"6,372",6372.439685,AREAS RHHG ORD JV LLC
2954 N SHEFFIELD AVE 1ST,60657,"6,370",6370.491635,"DMK BURGER BAR I, LLC"
3523 N HALSTED ST 1,60657,"6,368.54",6368.543584,"LAS MANANITAS, INC."
11601 W TOUHY AVE T5,60666,"6,367",6366.595534,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE,60666,"6,365",6364.647483,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE T5,60666,"6,362.70",6362.699433,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE,60666,"6,361",6360.751382,AREAS RHHG ORD JV LLC
3478 N CLARK ST,60657,"6,358.80",6358.803332,"3478 NORTH CLARK STREET, INC."
10352 S WESTERN AVE 1ST,60643,"6,357",6356.855281,THE QUILTER'S TRUNK LLC
11601 W TOUHY AVE,60666,"6,355",6354.907231,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE,60666,"6,353",6352.95918,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE,60666,"6,351.01",6351.01113,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE,60666,"6,349",6349.063079,AREAS RHHG ORD JV LLC
3478 N CLARK ST,60657,"6,347",6347.115029,"3478 NORTH CLARK STREET, INC."
11601 W TOUHY AVE,60666,"6,345.17",6345.166978,AREAS RHHG ORD JV LLC
11601 W TOUHY AVE T5,60666,"6,343",6343.218928,AREAS RHHG ORD JV LLC
2954 N SHEFFIELD AVE 1ST,60657,"6,341.27",6341.270877,"DMK BURGER BAR I, LLC"
1017 W BELMONT AVE,60657,"6,339",6339.322827,THE CHICAGO TATTOOING CO INC
2845 N CLARK ST,60657,"6,337",6337.374776,"LA CREPERIE, INC."
2951 N CLARK ST,60657,"6,335",6335.426726,SECURITY SHOP INC
3218 N SHEFFIELD AVE,60657,"6,333",6333.478675,LANA CYRUS
2135 W BELMONT AVE 1,60618,"6,331.53",6331.530625,K GRACE CHILDCARE INC.
3420 N BROADWAY  1,60657,"6,329.58",6329.582574,"3420 BROADWAY, INC."
1605 E 55TH ST 1ST FLOOR,60615,"6,328",6327.634524,SECURITY SHOP INC
2845 N CLARK ST,60657,"6,326",6325.686473,"LA CREPERIE, INC."
3722 N CLARK ST 1ST,60613,6323.738423,6323.738423,SAMMY MILLER
2845 N CLARK ST,60657,"6,321.79",6321.790372,"LA CREPERIE, INC."
1954-1958 W ROSCOE ST 1ST,60657,"6,320",6319.842322,"GASTHAUS ZUM LOEWEN, INC."
2263 N LINCOLN AVE,60614,"6,318",6317.894272,2263 NORTH LINCOLN CORP.
3121 N LINCOLN AVE 1ST & 2ND,60657,"6,316",6315.946221,INTERNATIONAL ASSOCIATION FOR WORLD PEACE
2263 N LINCOLN AVE,60614,"6,314",6313.998171,2263 NORTH LINCOLN CORP.
2263 N LINCOLN AVE,60614,"6,312.05",6312.05012,2263 NORTH LINCOLN CORP.
1954-1958 W ROSCOE ST 1ST,60657,"6,310.10",6310.10207,"GASTHAUS ZUM LOEWEN, INC."
731 N MILWAUKEE AVE,60642,"6,308.15",6308.154019,"FULTON RIVER FITNESS, LLC"
1638 W BELMONT AVE 1 & 2,60657,"6,306",6306.205969,"BELMONT LOUNGE, INC."
1110 N STATE ST 1 & 2,60610,"6,304",6304.257918,"TACO LIBRE III, LLC"
1638 W BELMONT AVE 1 & 2,60657,"6,302.31",6302.309868,"BELMONT LOUNGE, INC."
1638 W BELMONT AVE 1 & 2,60657,"6,300",6300.361817,"BELMONT LOUNGE, INC."
225 N WESTERN AVE,60612,"6,298",6298.413767,"LAKEWESTERN, INC."
2574-2580 N LINCOLN AVE,60614,"6,296",6296.465716,ETNO GROUP LLC
2574-2580 N LINCOLN AVE,60614,"6,295",6294.517666,ETNO GROUP LLC
2435 W PETERSON AVE 1ST,60659,"6,292.57",6292.569615,"ELIO, INC."
1110 N STATE ST 1 & 2,60610,"6,290.62",6290.621565,"TACO LIBRE III, LLC"
4100 S ASHLAND AVE  OUTDOOR,60609,"6,289",6288.673514,JOYCE SPIVEY
3454 N CICERO AVE STOREFRONT,60641,"6,287",6286.725464,SUCRE' NAIL STUDIO AND DAY SPA LLC
4331 N SPAULDING AVE 2 2,60618,"6,285",6284.777413,MARINA HERNANDEZ
3501 N SOUTHPORT AVE,60657,"6,283",6282.829363,BRADLEY PARKER/JOAMIE PALLATTO
2574-2580 N LINCOLN AVE,60614,"6,280.88",6280.881312,ETNO GROUP LLC
2574-2580 N LINCOLN AVE,60614,"6,278.93",6278.933262,ETNO GROUP LLC
2435 W PETERSON AVE 1ST,60659,"6,277",6276.985211,"ELIO, INC."
225 N WESTERN AVE,60612,"6,275.04",6275.037161,"LAKEWESTERN, INC."
12056 S JUSTINE ST 1,60643,"6,273.09",6273.08911,"ROBERT L. JOHNSON, JR"
3406 N ASHLAND AVE 1ST,60657,"6,271",6271.14106,"BAI CAFE, INC."
3550-3554 N CLARK ST 1,60657,"6,269.19",6269.193009,"MAMA LOUKAS, INC."
3439 N SHEFFIELD AVE 1ST #,60657,"6,267",6267.244959,"NISEI LOUNGE, LTD."
1726 S RACINE AVE LL + 1,60608,"6,265",6265.296908,CULTURE HOSPITALITY LLC
3439 N SHEFFIELD AVE 1ST #,60657,"6,263",6263.348858,"NISEI LOUNGE, LTD."
2542-2544 W PETERSON AVE,60659,"6,261",6261.400807,B.D. ICY INC
